nb,memory,memoryPeak
1254300,1.552,2.788,
1254400,1.555,2.788,
1254500,1.555,2.788,
1254600,1.585,2.788,
1254700,1.585,2.788,
1254800,1.569,2.788,
1254900,1.555,2.788,
1255000,1.553,2.788,
1255100,1.722,2.788,
1255200,1.579,2.788,
1255300,1.579,2.788,
1255400,1.582,2.788,
1255500,1.609,2.788,
1255600,1.629,2.788,
1255700,1.629,2.788,
1255800,1.632,2.788,
1255900,1.669,2.788,
1256000,1.572,2.788,
1256100,1.575,2.788,
1256200,1.575,2.788,
1256300,1.575,2.788,
1256400,1.576,2.788,
1256500,1.585,2.788,
1256600,1.606,2.788,
1256700,1.649,2.788,
1256800,1.661,2.788,
1256900,1.605,2.788,
1257000,1.669,2.788,
1257100,1.681,2.788,
1257200,1.612,2.788,
1257300,1.613,2.788,
1257400,1.633,2.788,
1257500,1.575,2.788,
1257600,1.575,2.788,
1257700,1.595,2.788,
1257800,1.645,2.788,
1257900,1.626,2.788,
1258000,1.639,2.788,
1258100,1.652,2.788,
1258200,1.669,2.788,
1258300,1.662,2.788,
1258400,1.634,2.788,
1258500,1.670,2.788,
1258600,1.667,2.788,
1258700,1.670,2.788,
1258800,1.667,2.788,
1258900,1.655,2.788,
1259000,1.667,2.788,
1259100,1.687,2.788,
1259200,1.691,2.788,
1259300,1.767,2.788,
1259400,1.637,2.788,
1259500,1.645,2.788,
1259600,1.648,2.788,
1259700,1.637,2.788,
1259800,1.650,2.788,
1259900,1.643,2.788,
1260000,1.577,2.788,
1260100,1.577,2.788,
1260200,1.603,2.788,
1260300,1.577,2.788,
1260400,1.587,2.788,
1260500,1.607,2.788,
1260600,1.633,2.788,
1260700,1.634,2.788,
1260800,1.633,2.788,
1260900,1.643,2.788,
1261000,1.577,2.788,
1261100,1.633,2.788,
1261200,1.676,2.788,
1261300,1.584,2.788,
1261400,1.621,2.788,
1261500,1.682,2.788,
1261600,1.577,2.788,
1261700,1.667,2.788,
1261800,1.577,2.788,
1261900,1.590,2.788,
1262000,1.623,2.788,
1262100,1.623,2.788,
1262200,1.627,2.788,
1262300,1.633,2.788,
1262400,1.697,2.788,
1262500,1.579,2.788,
1262600,1.634,2.788,
1262700,1.583,2.788,
1262800,1.593,2.788,
1262900,1.600,2.788,
1263000,1.594,2.788,
1263100,1.606,2.788,
1263200,1.643,2.788,
1263300,1.585,2.788,
1263400,1.593,2.788,
1263500,1.633,2.788,
1263600,1.636,2.788,
1263700,1.593,2.788,
1263800,1.582,2.788,
1263900,1.577,2.788,
1264000,1.577,2.788,
1264100,1.739,2.788,
1264200,1.749,2.788,
1264300,1.749,2.788,
1264400,1.762,2.788,
1264500,1.769,2.788,
1264600,1.673,2.788,
1264700,1.677,2.788,
1264800,1.592,2.788,
1264900,1.592,2.788,
1265000,1.598,2.788,
1265100,1.598,2.788,
1265200,1.652,2.788,
1265300,1.664,2.788,
1265400,1.664,2.788,
1265500,1.786,2.788,
1265600,1.681,2.788,
1265700,1.592,2.788,
1265800,1.598,2.788,
1265900,1.613,2.788,
1266000,1.592,2.788,
1266100,1.618,2.788,
1266200,1.595,2.788,
1266300,1.598,2.788,
1266400,1.598,2.788,
1266500,1.598,2.788,
1266600,1.600,2.788,
1266700,1.613,2.788,
1266800,1.595,2.788,
1266900,1.595,2.788,
1267000,1.602,2.788,
1267100,1.605,2.788,
1267200,1.592,2.788,
1267300,1.597,2.788,
1267400,1.595,2.788,
1267500,1.598,2.788,
1267600,1.602,2.788,
1267700,1.616,2.788,
1267800,1.616,2.788,
1267900,1.623,2.788,
1268000,1.616,2.788,
1268100,1.659,2.788,
1268200,1.656,2.788,
1268300,1.616,2.788,
1268400,1.629,2.788,
1268500,1.639,2.788,
1268600,1.708,2.788,
1268700,1.639,2.788,
1268800,1.639,2.788,
1268900,1.637,2.788,
1269000,1.655,2.788,
1269100,1.708,2.788,
1269200,1.708,2.788,
1269300,1.645,2.788,
1269400,1.668,2.788,
1269500,1.672,2.788,
1269600,1.672,2.788,
1269700,1.655,2.788,
1269800,1.655,2.788,
1269900,1.655,2.788,
1270000,1.658,2.788,
1270100,1.694,2.788,
1270200,1.658,2.788,
1270300,1.662,2.788,
1270400,1.688,2.788,
1270500,1.698,2.788,
1270600,1.675,2.788,
1270700,1.701,2.788,
1270800,1.701,2.788,
1270900,1.707,2.788,
1271000,1.707,2.788,
1271100,1.770,2.788,
1271200,1.770,2.788,
1271300,1.770,2.788,
1271400,1.787,2.788,
1271500,1.710,2.788,
1271600,1.710,2.788,
1271700,1.746,2.788,
1271800,1.746,2.788,
1271900,1.749,2.788,
1272000,1.756,2.788,
1272100,1.759,2.788,
1272200,1.759,2.788,
1272300,1.762,2.788,
1272400,1.779,2.788,
1272500,1.749,2.788,
1272600,1.753,2.788,
1272700,1.788,2.788,
1272800,1.788,2.788,
1272900,1.791,2.788,
1273000,1.791,2.788,
1273100,1.824,2.788,
1273200,1.788,2.788,
1273300,1.788,2.788,
1273400,1.804,2.788,
1273500,1.811,2.788,
1273600,1.804,2.788,
1273700,1.828,2.788,
1273800,1.828,2.788,
1273900,1.834,2.788,
1274000,1.828,2.788,
1274100,1.874,2.788,
1274200,1.874,2.788,
1274300,1.926,2.788,
1274400,1.844,2.788,
1274500,1.861,2.788,
1274600,1.949,2.788,
1274700,1.848,2.788,
1274800,1.848,2.788,
1274900,1.848,2.788,
1275000,1.848,2.788,
1275100,1.891,2.788,
1275200,1.848,2.788,
1275300,1.848,2.788,
1275400,1.871,2.788,
1275500,1.903,2.788,
1275600,1.881,2.788,
1275700,1.890,2.788,
1275800,1.889,2.788,
1275900,1.890,2.788,
1276000,1.890,2.788,
1276100,1.923,2.788,
1276200,1.889,2.788,
1276300,1.889,2.788,
1276400,1.913,2.788,
1276500,1.933,2.788,
1276600,1.903,2.788,
1276700,1.932,2.788,
1276800,1.933,2.788,
1276900,1.936,2.788,
1277000,1.936,2.788,
1277100,1.976,2.788,
1277200,1.932,2.788,
1277300,1.933,2.788,
1277400,1.954,2.788,
1277500,1.966,2.788,
1277600,1.987,2.788,
1277700,1.958,2.788,
1277800,1.958,2.788,
1277900,1.961,2.788,
1278000,1.965,2.788,
1278100,2.008,2.788,
1278200,1.965,2.788,
1278300,1.965,2.788,
1278400,1.984,2.788,
1278500,1.991,2.788,
1278600,2.045,2.788,
1278700,1.984,2.788,
1278800,1.984,2.788,
1278900,1.984,2.788,
1279000,1.983,2.788,
1279100,1.997,2.788,
1279200,1.997,2.788,
1279300,1.990,2.788,
1279400,1.997,2.788,
1279500,2.010,2.788,
1279600,2.047,2.788,
1279700,2.006,2.788,
1279800,2.006,2.788,
1279900,2.010,2.788,
1280000,2.013,2.788,
1280100,2.060,2.788,
1280200,2.060,2.788,
1280300,2.060,2.788,
1280400,2.063,2.788,
1280500,2.020,2.788,
1280600,2.017,2.788,
1280700,2.047,2.788,
1280800,2.047,2.788,
1280900,2.050,2.788,
1281000,2.053,2.788,
1281100,2.063,2.788,
1281200,2.056,2.788,
1281300,2.060,2.788,
1281400,2.088,2.788,
1281500,2.047,2.788,
1281600,2.047,2.788,
1281700,2.091,2.788,
1281800,2.091,2.788,
1281900,2.094,2.788,
1282000,2.097,2.788,
1282100,2.104,2.788,
1282200,2.097,2.788,
1282300,2.097,2.788,
1282400,2.114,2.788,
1282500,2.121,2.788,
1282600,2.114,2.788,
1282700,2.123,2.788,
1282800,2.123,2.788,
1282900,2.126,2.788,
1283000,2.129,2.788,
1283100,2.190,2.788,
1283200,2.190,2.788,
1283300,2.244,2.788,
1283400,2.153,2.788,
1283500,2.163,2.788,
1283600,2.228,2.788,
1283700,2.140,2.788,
1283800,2.140,2.788,
1283900,2.140,2.788,
1284000,2.157,2.788,
1284100,2.203,2.788,
1284200,2.147,2.788,
1284300,2.147,2.788,
1284400,2.164,2.788,
1284500,2.174,2.788,
1284600,2.221,2.788,
1284700,2.167,2.788,
1284800,2.168,2.788,
1284900,2.174,2.788,
1285000,2.180,2.788,
1285100,2.181,2.788,
1285200,2.174,2.788,
1285300,2.174,2.788,
1285400,2.190,2.788,
1285500,2.191,2.788,
1285600,2.167,2.788,
1285700,2.209,2.788,
1285800,2.209,2.788,
1285900,2.212,2.788,
1286000,2.215,2.788,
1286100,2.259,2.788,
1286200,2.259,2.788,
1286300,2.245,2.788,
1286400,2.225,2.788,
1286500,2.239,2.788,
1286600,2.273,2.788,
1286700,2.233,2.788,
1286800,2.233,2.788,
1286900,2.239,2.788,
1287000,2.269,2.788,
1287100,2.309,2.788,
1287200,2.228,2.788,
1287300,2.269,2.788,
1287400,2.293,2.788,
1287500,2.289,2.788,
1287600,2.286,2.788,
1287700,2.286,2.788,
1287800,2.286,2.788,
1287900,2.233,2.788,
1288000,2.243,2.788,
1288100,2.276,2.788,
1288200,2.276,2.788,
1288300,2.353,2.788,
1288400,2.365,2.788,
1288500,2.276,2.788,
1288600,2.298,2.788,
1288700,2.316,2.788,
1288800,2.316,2.788,
1288900,2.283,2.788,
1289000,2.293,2.788,
1289100,2.303,2.788,
1289200,2.283,2.788,
1289300,2.293,2.788,
1289400,2.243,2.788,
1289500,2.244,2.788,
1289600,2.240,2.788,
1289700,2.279,2.788,
1289800,2.283,2.788,
1289900,2.268,2.788,
1290000,2.240,2.788,
1290100,2.240,2.788,
1290200,2.240,2.788,
1290300,2.273,2.788,
1290400,2.273,2.788,
1290500,2.276,2.788,
1290600,2.299,2.788,
1290700,2.309,2.788,
1290800,2.313,2.788,
1290900,2.246,2.788,
1291000,2.246,2.788,
1291100,2.249,2.788,
1291200,2.253,2.788,
1291300,2.315,2.788,
1291400,2.315,2.788,
1291500,2.316,2.788,
1291600,2.342,2.788,
1291700,2.359,2.788,
1291800,2.359,2.788,
1291900,2.249,2.788,
1292000,2.249,2.788,
1292100,2.256,2.788,
1292200,2.277,2.788,
1292300,2.313,2.788,
1292400,2.325,2.788,
1292500,2.325,2.788,
1292600,2.339,2.788,
1292700,2.418,2.788,
1292800,2.249,2.788,
1292900,2.249,2.788,
1293000,2.262,2.788,
1293100,2.246,2.788,
1293200,2.267,2.788,
1293300,2.235,2.788,
1293400,2.243,2.788,
1293500,2.243,2.788,
1293600,2.283,2.788,
1293700,2.269,2.788,
1293800,2.269,2.788,
1293900,2.282,2.788,
1294000,2.394,2.788,
1294100,2.394,2.788,
1294200,2.394,2.788,
1294300,2.441,2.788,
1294400,2.487,2.788,
1294500,0.984,2.788,
1294600,0.984,2.788,
1294700,0.984,2.788,
1294800,1.094,2.788,
1294900,1.106,2.788,
1295000,1.106,2.788,
1295100,0.984,2.788,
1295200,0.984,2.788,
1295300,0.984,2.788,
1295400,1.017,2.788,
1295500,1.017,2.788,
1295600,0.991,2.788,
1295700,0.991,2.788,
1295800,0.998,2.788,
1295900,1.001,2.788,
1296000,1.011,2.788,
1296100,1.001,2.788,
1296200,1.009,2.788,
1296300,1.006,2.788,
1296400,1.012,2.788,
1296500,1.022,2.788,
1296600,1.065,2.788,
1296700,0.988,2.788,
1296800,0.999,2.788,
1296900,1.032,2.788,
1297000,1.023,2.788,
1297100,1.020,2.788,
1297200,1.035,2.788,
1297300,1.042,2.788,
1297400,0.988,2.788,
1297500,1.042,2.788,
1297600,1.059,2.788,
1297700,1.099,2.788,
1297800,1.047,2.788,
1297900,1.059,2.788,
1298000,1.072,2.788,
1298100,1.128,2.788,
1298200,1.058,2.788,
1298300,1.058,2.788,
1298400,1.058,2.788,
1298500,1.079,2.788,
1298600,1.078,2.788,
1298700,0.999,2.788,
1298800,1.025,2.788,
1298900,1.002,2.788,
1299000,0.997,2.788,
1299100,1.037,2.788,
1299200,1.031,2.788,
1299300,1.031,2.788,
1299400,1.038,2.788,
1299500,1.054,2.788,
1299600,1.091,2.788,
1299700,1.091,2.788,
1299800,1.085,2.788,
1299900,1.311,2.788,
1300000,1.045,2.788,
1300100,1.045,2.788,
1300200,1.071,2.788,
1300300,1.088,2.788,
1300400,1.085,2.788,
1300500,1.069,2.788,
1300600,1.078,2.788,
1300700,1.078,2.788,
1300800,1.071,2.788,
1300900,1.071,2.788,
1301000,1.071,2.788,
1301100,1.041,2.788,
1301200,1.085,2.788,
1301300,1.031,2.788,
1301400,1.031,2.788,
1301500,1.031,2.788,
1301600,1.045,2.788,
1301700,1.083,2.788,
1301800,1.023,2.788,
1301900,1.031,2.788,
1302000,1.055,2.788,
1302100,1.055,2.788,
1302200,1.054,2.788,
1302300,1.055,2.788,
1302400,1.031,2.788,
1302500,1.031,2.788,
1302600,1.041,2.788,
1302700,1.065,2.788,
1302800,1.064,2.788,
1302900,1.051,2.788,
1303000,1.115,2.788,
1303100,1.052,2.788,
1303200,1.052,2.788,
1303300,1.065,2.788,
1303400,1.075,2.788,
1303500,1.065,2.788,
1303600,1.065,2.788,
1303700,1.072,2.788,
1303800,1.078,2.788,
1303900,1.090,2.788,
1304000,1.101,2.788,
1304100,1.101,2.788,
1304200,1.136,2.788,
1304300,1.065,2.788,
1304400,1.065,2.788,
1304500,1.065,2.788,
1304600,1.149,2.788,
1304700,1.161,2.788,
1304800,1.161,2.788,
1304900,1.065,2.788,
1305000,1.065,2.788,
1305100,1.065,2.788,
1305200,1.162,2.788,
1305300,1.182,2.788,
1305400,1.193,2.788,
1305500,1.195,2.788,
1305600,1.073,2.788,
1305700,1.065,2.788,
1305800,1.065,2.788,
1305900,1.065,2.788,
1306000,1.065,2.788,
1306100,1.065,2.788,
1306200,1.072,2.788,
1306300,1.078,2.788,
1306400,1.078,2.788,
1306500,1.078,2.788,
1306600,1.140,2.788,
1306700,1.140,2.788,
1306800,1.140,2.788,
1306900,1.147,2.788,
1307000,1.183,2.788,
1307100,1.193,2.788,
1307200,1.193,2.788,
1307300,1.203,2.788,
1307400,1.233,2.788,
1307500,1.223,2.788,
1307600,1.154,2.788,
1307700,1.154,2.788,
1307800,1.153,2.788,
1307900,1.160,2.788,
1308000,1.193,2.788,
1308100,1.200,2.788,
1308200,1.160,2.788,
1308300,1.178,2.788,
1308400,1.183,2.788,
1308500,1.187,2.788,
1308600,1.180,2.788,
1308700,1.180,2.788,
1308800,1.184,2.788,
1308900,1.187,2.788,
1309000,1.200,2.788,
1309100,1.187,2.788,
1309200,1.180,2.788,
1309300,1.180,2.788,
1309400,1.180,2.788,
1309500,1.184,2.788,
1309600,1.215,2.788,
1309700,1.215,2.788,
1309800,1.215,2.788,
1309900,1.222,2.788,
1310000,1.255,2.788,
1310100,1.251,2.788,
1310200,1.222,2.788,
1310300,1.235,2.788,
1310400,1.218,2.788,
1310500,1.222,2.788,
1310600,1.257,2.788,
1310700,1.257,2.788,
1310800,1.260,2.788,
1310900,1.263,2.788,
1311000,1.316,2.788,
1311100,1.362,2.788,
1311200,1.263,2.788,
1311300,1.267,2.788,
1311400,1.276,2.788,
1311500,1.283,2.788,
1311600,1.319,2.788,
1311700,1.319,2.788,
1311800,1.319,2.788,
1311900,1.326,2.788,
1312000,1.355,2.788,
1312100,1.329,2.788,
1312200,1.322,2.788,
1312300,1.332,2.788,
1312400,1.352,2.788,
1312500,1.352,2.788,
1312600,1.354,2.788,
1312700,1.354,2.788,
1312800,1.357,2.788,
1312900,1.361,2.788,
1313000,1.394,2.788,
1313100,1.420,2.788,
1313200,1.360,2.788,
1313300,1.362,2.788,
1313400,1.397,2.788,
1313500,1.391,2.788,
1313600,1.370,2.788,
1313700,1.370,2.788,
1313800,1.370,2.788,
1313900,1.377,2.788,
1314000,1.415,2.788,
1314100,1.430,2.788,
1314200,1.430,2.788,
1314300,1.440,2.788,
1314400,1.482,2.788,
1314500,1.467,2.788,
1314600,1.382,2.788,
1314700,1.382,2.788,
1314800,1.382,2.788,
1314900,1.389,2.788,
1315000,1.419,2.788,
1315100,1.425,2.788,
1315200,1.389,2.788,
1315300,1.389,2.788,
1315400,1.412,2.788,
1315500,1.412,2.788,
1315600,1.409,2.788,
1315700,1.409,2.788,
1315800,1.409,2.788,
1315900,1.415,2.788,
1316000,1.455,2.788,
1316100,1.475,2.788,
1316200,1.476,2.788,
1316300,1.482,2.788,
1316400,1.482,2.788,
1316500,1.419,2.788,
1316600,1.448,2.788,
1316700,1.448,2.788,
1316800,1.448,2.788,
1316900,1.454,2.788,
1317000,1.458,2.788,
1317100,1.461,2.788,
1317200,1.461,2.788,
1317300,1.464,2.788,
1317400,1.509,2.788,
1317500,1.451,2.788,
1317600,1.493,2.788,
1317700,1.493,2.788,
1317800,1.496,2.788,
1317900,1.500,2.788,
1318000,1.511,2.788,
1318100,1.533,2.788,
1318200,1.557,2.788,
1318300,1.491,2.788,
1318400,1.516,2.788,
1318500,1.516,2.788,
1318600,1.514,2.788,
1318700,1.514,2.788,
1318800,1.518,2.788,
1318900,1.521,2.788,
1319000,1.521,2.788,
1319100,1.524,2.788,
1319200,1.524,2.788,
1319300,1.544,2.788,
1319400,1.521,2.788,
1319500,1.518,2.788,
1319600,1.559,2.788,
1319700,1.559,2.788,
1319800,1.559,2.788,
1319900,1.565,2.788,
1320000,1.595,2.788,
1320100,1.570,2.788,
1320200,1.562,2.788,
1320300,1.569,2.788,
1320400,1.595,2.788,
1320500,1.585,2.788,
1320600,1.591,2.788,
1320700,1.591,2.788,
1320800,1.594,2.788,
1320900,1.597,2.788,
1321000,1.640,2.788,
1321100,1.647,2.788,
1321200,1.597,2.788,
1321300,1.604,2.788,
1321400,1.631,2.788,
1321500,1.624,2.788,
1321600,1.620,2.788,
1321700,1.620,2.788,
1321800,1.624,2.788,
1321900,1.627,2.788,
1322000,1.627,2.788,
1322100,1.637,2.788,
1322200,1.637,2.788,
1322300,1.643,2.788,
1322400,1.637,2.788,
1322500,1.637,2.788,
1322600,1.665,2.788,
1322700,1.665,2.788,
1322800,1.664,2.788,
1322900,1.671,2.788,
1323000,1.669,2.788,
1323100,1.687,2.788,
1323200,1.687,2.788,
1323300,1.684,2.788,
1323400,1.674,2.788,
1323500,1.674,2.788,
1323600,1.688,2.788,
1323700,1.688,2.788,
1323800,1.692,2.788,
1323900,1.695,2.788,
1324000,1.791,2.788,
1324100,1.803,2.788,
1324200,1.803,2.788,
1324300,1.689,2.788,
1324400,1.702,2.788,
1324500,1.688,2.788,
1324600,1.692,2.788,
1324700,1.716,2.788,
1324800,1.743,2.788,
1324900,1.688,2.788,
1325000,1.708,2.788,
1325100,1.708,2.788,
1325200,1.712,2.788,
1325300,1.692,2.788,
1325400,1.708,2.788,
1325500,1.708,2.788,
1325600,1.919,2.788,
1325700,1.699,2.788,
1325800,1.699,2.788,
1325900,1.699,2.788,
1326000,1.702,2.788,
1326100,1.749,2.788,
1326200,1.770,2.788,
1326300,1.699,2.788,
1326400,1.722,2.788,
1326500,1.729,2.788,
1326600,1.734,2.788,
1326700,1.730,2.788,
1326800,1.730,2.788,
1326900,1.730,2.788,
1327000,1.743,2.788,
1327100,1.746,2.788,
1327200,1.740,2.788,
1327300,1.743,2.788,
1327400,1.763,2.788,
1327500,1.766,2.788,
1327600,1.737,2.788,
1327700,1.774,2.788,
1327800,1.774,2.788,
1327900,1.774,2.788,
1328000,1.781,2.788,
1328100,1.797,2.788,
1328200,1.797,2.788,
1328300,1.801,2.788,
1328400,1.797,2.788,
1328500,1.784,2.788,
1328600,1.781,2.788,
1328700,1.817,2.788,
1328800,1.817,2.788,
1328900,1.815,2.788,
1329000,1.833,2.788,
1329100,1.834,2.788,
1329200,1.834,2.788,
1329300,1.834,2.788,
1329400,1.858,2.788,
1329500,1.820,2.788,
1329600,1.817,2.788,
1329700,1.852,2.788,
1329800,1.852,2.788,
1329900,1.858,2.788,
1330000,1.968,2.788,
1330100,2.002,2.788,
1330200,2.006,2.788,
1330300,2.099,2.788,
1330400,1.852,2.788,
1330500,1.852,2.788,
1330600,1.878,2.788,
1330700,1.895,2.788,
1330800,1.855,2.788,
1330900,1.858,2.788,
1331000,1.868,2.788,
1331100,1.865,2.788,
1331200,1.865,2.788,
1331300,1.898,2.788,
1331400,1.860,2.788,
1331500,1.860,2.788,
1331600,1.866,2.788,
1331700,1.866,2.788,
1331800,1.916,2.788,
1331900,1.916,2.788,
1332000,1.899,2.788,
1332100,1.879,2.788,
1332200,1.889,2.788,
1332300,1.886,2.788,
1332400,1.874,2.788,
1332500,1.874,2.788,
1332600,1.881,2.788,
1332700,1.881,2.788,
1332800,1.881,2.788,
1332900,1.878,2.788,
1333000,1.878,2.788,
1333100,1.894,2.788,
1333200,1.897,2.788,
1333300,1.874,2.788,
1333400,1.924,2.788,
1333500,1.924,2.788,
1333600,1.924,2.788,
1333700,1.924,2.788,
1333800,1.967,2.788,
1333900,1.924,2.788,
1334000,1.924,2.788,
1334100,1.944,2.788,
1334200,1.970,2.788,
1334300,1.954,2.788,
1334400,1.962,2.788,
1334500,1.963,2.788,
1334600,1.962,2.788,
1334700,1.966,2.788,
1334800,1.966,2.788,
1334900,1.963,2.788,
1335000,1.963,2.788,
1335100,1.976,2.788,
1335200,1.999,2.788,
1335300,1.966,2.788,
1335400,2.000,2.788,
1335500,2.000,2.788,
1335600,2.007,2.788,
1335700,2.000,2.788,
1335800,2.057,2.788,
1335900,2.068,2.788,
1336000,2.068,2.788,
1336100,2.037,2.788,
1336200,2.001,2.788,
1336300,2.001,2.788,
1336400,2.051,2.788,
1336500,2.051,2.788,
1336600,2.051,2.788,
1336700,2.061,2.788,
1336800,2.075,2.788,
1336900,1.993,2.788,
1337000,2.008,2.788,
1337100,2.005,2.788,
1337200,2.004,2.788,
1337300,2.122,2.788,
1337400,2.002,2.788,
1337500,2.001,2.788,
1337600,2.095,2.788,
1337700,2.106,2.788,
1337800,2.001,2.788,
1337900,2.065,2.788,
1338000,2.111,2.788,
1338100,2.001,2.788,
1338200,2.001,2.788,
1338300,2.020,2.788,
1338400,2.062,2.788,
1338500,2.001,2.788,
1338600,2.016,2.788,
1338700,2.019,2.788,
1338800,2.001,2.788,
1338900,2.001,2.788,
1339000,2.045,2.788,
1339100,2.014,2.788,
1339200,2.034,2.788,
1339300,2.111,2.788,
1339400,2.120,2.788,
1339500,2.001,2.788,
1339600,2.008,2.788,
1339700,2.046,2.788,
1339800,2.024,2.788,
1339900,2.008,2.788,
1340000,2.101,2.788,
1340100,2.106,2.788,
1340200,2.001,2.788,
1340300,2.011,2.788,
1340400,2.026,2.788,
1340500,2.008,2.788,
1340600,2.005,2.788,
1340700,2.029,2.788,
1340800,2.037,2.788,
1340900,2.001,2.788,
1341000,2.055,2.788,
1341100,2.094,2.788,
1341200,2.001,2.788,
1341300,2.001,2.788,
1341400,2.013,2.788,
1341500,2.021,2.788,
1341600,2.013,2.788,
1341700,2.016,2.788,
1341800,2.016,2.788,
1341900,2.016,2.788,
1342000,2.019,2.788,
1342100,2.071,2.788,
1342200,1.991,2.788,
1342300,2.003,2.788,
1342400,2.042,2.788,
1342500,2.046,2.788,
1342600,2.042,2.788,
1342700,2.046,2.788,
1342800,2.009,2.788,
1342900,2.006,2.788,
1343000,2.014,2.788,
1343100,2.068,2.788,
1343200,2.068,2.788,
1343300,2.085,2.788,
1343400,2.057,2.788,
1343500,2.053,2.788,
1343600,2.072,2.788,
1343700,2.162,2.788,
1343800,2.138,2.788,
1343900,2.226,2.788,
1344000,1.991,2.788,
1344100,2.023,2.788,
1344200,2.033,2.788,
1344300,2.049,2.788,
1344400,2.020,2.788,
1344500,2.068,2.788,
1344600,2.006,2.788,
1344700,2.019,2.788,
1344800,2.019,2.788,
1344900,2.029,2.788,
1345000,2.036,2.788,
1345100,2.039,2.788,
1345200,2.018,2.788,
1345300,2.026,2.788,
1345400,2.009,2.788,
1345500,2.026,2.788,
1345600,2.016,2.788,
1345700,1.998,2.788,
1345800,2.006,2.788,
1345900,2.032,2.788,
1346000,2.053,2.788,
1346100,1.999,2.788,
1346200,1.991,2.788,
1346300,2.009,2.788,
1346400,2.013,2.788,
1346500,2.003,2.788,
1346600,1.991,2.788,
1346700,2.003,2.788,
1346800,2.003,2.788,
1346900,2.019,2.788,
1347000,2.036,2.788,
1347100,2.036,2.788,
1347200,2.042,2.788,
1347300,2.079,2.788,
1347400,1.994,2.788,
1347500,2.006,2.788,
1347600,2.016,2.788,
1347700,2.019,2.788,
1347800,2.093,2.788,
1347900,2.104,2.788,
1348000,2.104,2.788,
1348100,2.016,2.788,
1348200,2.016,2.788,
1348300,2.003,2.788,
1348400,2.011,2.788,
1348500,2.049,2.788,
1348600,2.049,2.788,
1348700,2.049,2.788,
1348800,2.063,2.788,
1348900,2.063,2.788,
1349000,2.003,2.788,
1349100,1.999,2.788,
1349200,2.003,2.788,
1349300,2.003,2.788,
1349400,2.006,2.788,
1349500,2.018,2.788,
1349600,2.026,2.788,
1349700,2.029,2.788,
1349800,2.103,2.788,
1349900,2.115,2.788,
1350000,2.036,2.788,
1350100,2.070,2.788,
1350200,2.106,2.788,
1350300,2.026,2.788,
1350400,2.026,2.788,
1350500,2.059,2.788,
1350600,1.995,2.788,
1350700,2.006,2.788,
1350800,2.013,2.788,
1350900,2.029,2.788,
1351000,2.051,2.788,
1351100,1.991,2.788,
1351200,2.003,2.788,
1351300,2.019,2.788,
1351400,2.029,2.788,
1351500,2.033,2.788,
1351600,2.019,2.788,
1351700,2.009,2.788,
1351800,2.049,2.788,
1351900,2.003,2.788,
1352000,2.003,2.788,
1352100,2.031,2.788,
1352200,2.031,2.788,
1352300,2.031,2.788,
1352400,2.034,2.788,
1352500,2.034,2.788,
1352600,2.034,2.788,
1352700,2.031,2.788,
1352800,2.031,2.788,
1352900,2.054,2.788,
1353000,2.054,2.788,
1353100,2.060,2.788,
1353200,2.060,2.788,
1353300,2.060,2.788,
1353400,2.060,2.788,
1353500,2.110,2.788,
1353600,2.060,2.788,
1353700,2.060,2.788,
1353800,2.080,2.788,
1353900,2.060,2.788,
1354000,2.060,2.788,
1354100,2.104,2.788,
1354200,2.104,2.788,
1354300,2.107,2.788,
1354400,2.104,2.788,
1354500,2.151,2.788,
1354600,2.104,2.788,
1354700,2.104,2.788,
1354800,2.118,2.788,
1354900,2.138,2.788,
1355000,2.141,2.788,
1355100,2.127,2.788,
1355200,2.127,2.788,
1355300,2.130,2.788,
1355400,2.134,2.788,
1355500,2.134,2.788,
1355600,2.134,2.788,
1355700,2.130,2.788,
1355800,2.140,2.788,
1355900,2.160,2.788,
1356000,2.164,2.788,
1356100,2.150,2.788,
1356200,2.150,2.788,
1356300,2.153,2.788,
1356400,2.156,2.788,
1356500,2.228,2.788,
1356600,2.156,2.788,
1356700,2.153,2.788,
1356800,2.155,2.788,
1356900,2.203,2.788,
1357000,2.220,2.788,
1357100,2.174,2.788,
1357200,2.174,2.788,
1357300,2.177,2.788,
1357400,2.181,2.788,
1357500,2.221,2.788,
1357600,2.237,2.788,
1357700,2.181,2.788,
1357800,2.191,2.788,
1357900,2.218,2.788,
1358000,2.207,2.788,
1358100,2.196,2.788,
1358200,2.196,2.788,
1358300,2.199,2.788,
1358400,2.196,2.788,
1358500,2.239,2.788,
1358600,2.196,2.788,
1358700,2.196,2.788,
1358800,2.201,2.788,
1358900,2.239,2.788,
1359000,2.246,2.788,
1359100,2.220,2.788,
1359200,2.220,2.788,
1359300,2.226,2.788,
1359400,2.226,2.788,
1359500,2.296,2.788,
1359600,2.303,2.788,
1359700,2.226,2.788,
1359800,2.240,2.788,
1359900,2.263,2.788,
1360000,2.260,2.788,
1360100,2.233,2.788,
1360200,2.233,2.788,
1360300,2.237,2.788,
1360400,2.240,2.788,
1360500,2.307,2.788,
1360600,2.240,2.788,
1360700,2.240,2.788,
1360800,2.253,2.788,
1360900,2.263,2.788,
1361000,2.287,2.788,
1361100,2.256,2.788,
1361200,2.256,2.788,
1361300,2.259,2.788,
1361400,2.263,2.788,
1361500,2.266,2.788,
1361600,2.266,2.788,
1361700,2.266,2.788,
